,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
348,3494.40,1189.30,2695.50,1263.20,914.10,1614.70,508.20,1898.80
349,3466.00,1180.20,2670.60,1254.20,887.30,1607.30,506.20,1883.90
350,3439.30,1168.30,2671.80,1241.60,860.90,1615.20,514.00,1891.40
351,3497.60,1196.90,2723.50,1265.40,877.90,1654.10,546.80,1922.80
352,3751.80,1357.80,2950.20,1440.80,992.30,1846.80,632.60,2064.10
353,4199.80,1517.60,3203.70,1571.80,1055.70,1997.50,718.10,2254.00
354,4173.70,1516.60,3192.80,1552.40,1054.10,2009.20,717.70,2212.80
355,4089.50,1384.60,3076.90,1454.40,1012.90,1934.60,641.60,2165.00
356,3914.40,1299.90,3005.90,1388.60,974.00,1859.20,632.10,2057.10
357,3690.60,1215.70,2860.80,1293.90,917.40,1738.00,644.40,1946.70
358,3426.40,1083.30,2608.10,1185.10,839.80,1617.80,593.90,1809.40
359,3128.20,976.40,2398.20,1049.30,766.90,1480.30,525.60,1665.80
360,3312.60,1005.80,2542.80,1133.90,800.70,1472.30,491.00,1802.10
361,3189.40,966.70,2463.80,1090.00,775.20,1418.20,472.80,1997.60
362,3130.50,979.50,2445.60,1090.80,777.00,1405.40,480.40,2238.50
363,3099.40,968.30,2453.70,1084.90,765.00,1412.70,468.60,2241.70
364,3172.90,999.60,2525.20,1106.00,778.20,1462.40,473.50,2048.90
365,3416.30,1138.40,2698.00,1229.60,847.00,1586.30,519.00,1907.90
366,3880.60,1366.00,3031.30,1407.80,968.60,1799.80,610.70,2130.60
367,4183.80,1491.80,3265.90,1550.70,1070.60,1927.20,659.30,2269.00
368,4226.30,1512.40,3289.50,1582.70,1079.20,1919.50,665.40,2287.60
369,4243.60,1521.90,3299.30,1577.40,1088.10,1922.90,628.30,2299.10
370,4246.10,1525.70,3270.70,1573.00,1111.50,1920.10,602.10,2296.00
371,4239.70,1457.20,3251.30,1550.30,1090.10,1905.30,589.40,2282.70
372,4167.50,1379.90,3224.10,1506.90,1064.90,1879.70,533.70,2246.40
373,4097.40,1369.60,3212.80,1501.40,1019.80,1873.60,530.00,2243.40
374,4060.40,1344.90,3184.20,1462.60,992.80,1834.30,549.80,2217.40
375,4132.10,1366.80,3225.80,1493.60,1014.80,1888.60,582.60,2249.90
376,4372.50,1487.60,3404.10,1654.10,1074.50,2013.80,668.40,2381.80
377,4733.10,1619.10,3623.60,1737.10,1177.70,2168.60,745.10,2551.60
378,4696.80,1589.80,3557.60,1717.40,1122.10,2190.00,707.70,2517.10
379,4606.40,1536.60,3468.20,1647.90,1110.00,2134.60,641.00,2468.20
380,4453.60,1394.90,3344.10,1563.30,1067.10,2038.40,668.80,2334.90
381,4155.60,1277.70,3160.00,1464.10,992.90,1890.90,624.30,2202.00
382,3802.30,1153.40,2879.70,1324.40,888.70,1734.90,569.10,2028.50
383,3431.30,977.30,2608.10,1152.20,777.90,1559.20,488.20,1832.10
384,2729.10,991.40,2222.50,1018.40,681.00,1348.60,449.10,2929.60
385,2654.90,947.60,2147.30,989.10,658.10,1300.30,441.90,2873.00
386,2606.30,930.70,2120.70,964.70,652.90,1285.10,420.60,2852.30
387,2589.10,930.90,2121.00,961.80,644.20,1279.80,420.20,2845.70
388,2653.60,974.80,2182.70,1000.60,662.70,1327.00,424.60,2890.70
389,2842.90,1098.70,2363.10,1079.70,717.40,1453.20,468.90,2244.70
390,3287.70,1324.70,2727.20,1247.10,902.10,1681.00,617.10,1985.70
391,3598.90,1463.50,2949.60,1401.60,1002.70,1801.40,694.40,2127.80
392,3659.30,1422.20,2934.10,1451.80,1004.00,1787.20,658.70,2136.60
393,3728.60,1394.50,2927.80,1455.40,1017.70,1786.20,642.20,2194.10
394,3734.70,1393.10,2954.10,1451.30,1042.90,1797.10,606.60,2212.00
395,3723.70,1334.10,2942.50,1429.00,1035.00,1787.90,605.60,2206.40
396,3682.80,1304.80,2925.90,1394.50,1023.10,1775.60,600.20,2143.30
397,3590.40,1320.20,2932.30,1386.50,1018.50,1765.50,595.20,2118.50
398,3573.70,1311.50,2925.10,1380.90,1005.50,1749.70,607.50,2103.70
399,3608.70,1335.30,2943.80,1400.70,1004.80,1765.30,637.30,2117.50
400,3772.50,1462.50,3102.80,1508.30,1088.40,1912.70,670.20,2248.30
401,4108.00,1526.50,3198.00,1580.80,1158.50,2051.90,707.90,2417.40
402,3994.30,1533.30,3212.90,1586.90,1106.00,2032.10,679.90,2343.00
403,3884.40,1499.10,3072.90,1523.20,1080.70,1984.30,653.60,2291.00
404,3738.10,1404.00,3001.20,1458.10,1043.70,1899.30,643.00,2171.90
405,3507.80,1254.50,2806.30,1361.70,974.20,1765.90,586.80,2047.60
406,3217.30,1118.00,2503.70,1224.40,852.30,1575.30,526.30,1866.50
407,2847.80,941.00,2274.50,1086.70,765.40,1399.50,465.40,2314.10
408,2773.80,1016.80,2211.30,1017.00,675.50,1348.30,478.00,2367.50
409,2684.80,963.80,2138.30,995.10,665.70,1307.10,478.10,2316.70
410,2603.10,946.60,2109.80,968.50,639.20,1260.70,470.60,2292.10
411,2588.20,956.10,2115.20,965.00,628.70,1252.60,466.60,2280.10
412,2682.70,1014.90,2189.50,1023.70,662.40,1323.60,489.90,2084.00
413,2883.10,1088.60,2352.60,1096.70,693.30,1394.30,494.20,1939.00
414,3346.70,1291.40,2727.00,1267.90,901.90,1663.20,635.00,1927.30
415,3759.30,1430.30,2956.20,1415.30,1038.10,1795.80,671.80,2080.00
416,3824.10,1425.10,3019.60,1440.70,1051.10,1821.70,677.70,2095.50
417,3832.20,1411.00,3035.50,1450.00,1081.90,1835.40,665.80,2127.50
418,3869.50,1431.60,3081.50,1470.70,1115.10,1851.00,643.40,2169.70
419,3892.00,1389.90,3080.60,1455.10,1109.20,1842.90,635.60,2163.90
420,3853.50,1363.60,3075.00,1441.70,1088.00,1832.20,658.50,2127.60
421,3795.70,1372.40,3061.50,1443.00,1071.70,1769.60,649.60,2084.60
422,3757.10,1346.10,3055.90,1438.70,1046.50,1753.80,672.40,2084.50
423,3809.70,1353.60,3077.50,1466.30,1059.20,1784.00,681.60,2112.60
424,4059.90,1485.30,3225.80,1573.80,1141.60,1960.60,719.70,2254.70
425,4425.70,1560.10,3336.50,1691.50,1186.70,2130.40,776.60,2408.60
426,4282.30,1533.90,3263.80,1618.00,1105.90,2078.10,736.80,2328.10
427,4099.30,1494.20,3173.90,1521.30,1077.60,2020.70,717.50,2278.40
428,3953.10,1416.30,3073.90,1465.90,995.30,1901.30,678.00,2146.40
429,3710.40,1283.10,2882.10,1356.10,936.60,1772.80,612.80,2034.60
430,3350.60,1017.80,2609.30,1173.50,819.70,1576.70,540.40,1840.50
431,3004.00,987.40,2382.00,1066.90,747.50,1441.30,512.40,1666.30
432,2735.70,970.90,2179.20,1005.40,709.50,1326.10,420.20,1854.60
433,2627.70,904.10,2109.10,961.40,686.30,1273.30,404.20,2047.10
434,2548.20,858.90,2020.00,926.70,643.40,1220.90,376.10,2252.50
435,2530.90,880.80,2035.10,929.70,622.00,1202.30,370.90,2234.40
436,2608.80,977.10,2134.30,984.60,666.10,1257.70,396.80,2046.80
437,2842.00,1091.80,2321.70,1087.90,719.10,1382.10,480.50,1690.30
438,3316.80,1332.60,2680.50,1264.90,911.60,1644.60,606.40,1937.00
439,3639.70,1416.20,2907.50,1369.70,1031.00,1792.10,653.80,2094.80
440,3657.70,1402.80,2908.40,1390.60,981.30,1766.10,656.20,2079.50
441,3689.90,1380.20,2907.70,1398.00,1016.90,1748.60,629.20,2066.50
442,3687.50,1374.10,2899.10,1388.10,1010.60,1736.20,587.30,2050.10
443,3687.20,1335.20,2842.80,1378.30,1019.20,1725.70,605.40,2044.60
444,3612.70,1297.60,2838.20,1342.90,988.80,1696.00,586.40,2024.00
445,3544.20,1307.60,2826.40,1323.10,963.30,1696.80,595.90,2015.80
446,3533.70,1292.80,2800.40,1326.30,970.60,1697.00,586.80,2021.20
447,3562.80,1302.00,2802.10,1337.20,972.00,1714.80,594.30,2040.20
448,3727.20,1393.30,3003.70,1440.10,1031.40,1856.30,619.40,2163.30
449,4091.50,1472.30,3196.60,1537.40,1109.30,2037.50,665.50,2320.90
450,4080.50,1470.10,3138.60,1541.10,1056.00,1986.30,620.10,2276.60
451,3962.70,1430.10,3050.20,1483.50,1038.40,1951.50,584.20,2231.80
452,3866.30,1350.40,2954.70,1416.10,978.90,1876.00,596.30,2129.80
453,3634.80,1241.40,2771.40,1322.70,915.40,1732.90,541.40,2010.60
454,3258.40,1000.20,2504.90,1162.50,797.60,1536.60,456.90,1816.70
455,2919.30,915.00,2282.40,1014.50,727.00,1374.80,394.70,1643.90
456,2758.20,957.60,2213.90,1045.40,722.30,1298.00,497.30,1881.30
457,2659.20,911.30,2128.40,1008.10,706.30,1252.90,494.50,2072.60
458,2600.10,882.10,2095.90,978.80,659.40,1224.80,483.60,2300.90
459,2572.10,921.00,2092.70,983.10,659.50,1221.40,489.30,2290.30
460,2660.90,972.30,2161.90,1027.00,706.70,1269.90,505.10,2096.40
461,2893.20,1081.10,2346.40,1130.10,745.90,1383.10,529.80,1764.00
462,3344.60,1240.60,2714.20,1292.10,904.30,1603.70,617.30,2005.50
463,3667.40,1373.80,2932.50,1409.10,1015.10,1772.00,680.10,2165.10
464,3709.90,1361.30,2944.10,1439.30,979.50,1742.90,661.20,2099.70
465,3708.00,1311.30,2940.10,1437.50,980.10,1708.00,622.90,2076.60
466,3673.90,1324.30,2923.50,1432.00,959.00,1663.60,593.90,2041.90
467,3670.90,1305.50,2857.10,1416.50,961.70,1642.30,592.00,2026.90
468,3631.30,1275.80,2823.10,1390.20,899.20,1616.40,570.10,1995.20
469,3606.80,1278.70,2830.90,1384.90,896.60,1621.70,579.20,1998.80
470,3575.90,1280.50,2827.20,1383.20,903.40,1638.10,598.30,2005.00
471,3623.90,1298.80,2848.20,1397.90,906.60,1622.20,610.20,2027.50
472,3834.50,1391.70,3052.30,1504.90,958.40,1760.80,659.60,2151.10
473,4169.80,1478.40,3175.20,1588.00,1065.70,1959.20,678.40,2306.90
474,4125.20,1478.10,3072.60,1576.00,988.10,1894.50,641.70,2246.20
475,4038.90,1409.10,3036.10,1492.20,984.10,1870.50,607.20,2211.90
476,3878.10,1317.40,2886.40,1407.40,939.90,1757.60,577.20,2086.90
477,3650.00,1206.20,2744.20,1309.80,880.10,1637.40,534.40,1972.70
478,3387.50,1027.90,2532.70,1177.60,785.00,1476.50,464.90,1804.00
479,3033.80,948.30,2350.10,1049.70,726.00,1338.40,419.00,1643.10
480,2666.40,975.00,2152.90,1015.50,695.70,1249.40,482.70,1772.30
481,2533.30,920.70,2064.30,967.20,663.60,1191.20,468.50,1958.60
482,2444.00,881.80,1978.50,931.40,641.10,1156.70,450.70,2173.30
483,2404.50,916.10,1961.00,933.20,645.60,1163.10,447.40,1974.10
484,2427.90,940.30,1974.90,949.30,646.40,1175.50,449.90,2206.40
485,2531.30,987.40,2076.50,998.80,672.60,1228.90,484.60,2005.80
486,2724.90,1064.60,2178.10,1068.30,731.20,1341.60,485.40,1854.80
487,2904.70,1177.30,2312.60,1160.30,777.70,1424.70,535.20,1665.90
488,3112.70,1278.90,2470.50,1248.80,836.00,1539.50,588.80,1776.30
489,3327.70,1313.40,2544.70,1299.80,877.10,1590.50,592.90,1846.70
490,3378.00,1333.40,2596.90,1296.70,900.10,1597.40,577.10,1915.10
491,3332.30,1299.60,2564.20,1271.60,881.70,1550.80,559.90,1879.80
492,3316.80,1267.80,2524.50,1239.30,870.00,1528.70,547.10,1853.00
493,3208.70,1256.70,2487.20,1237.20,848.10,1503.10,558.00,1821.20
494,3161.20,1235.20,2486.60,1219.00,837.70,1508.10,559.70,1814.50
495,3180.50,1251.50,2497.50,1234.00,844.80,1535.50,575.40,1830.30
496,3366.40,1326.10,2672.50,1340.30,934.10,1688.40,624.50,1978.50
497,3612.90,1420.20,2826.20,1434.30,978.70,1799.50,623.00,2078.20
498,3602.30,1414.00,2781.90,1421.10,907.70,1772.00,644.40,1993.70
499,3493.90,1347.30,2718.90,1383.70,879.90,1696.10,617.50,1933.80
500,3387.00,1279.80,2644.00,1325.20,850.40,1631.70,609.00,1842.40
501,3214.10,1164.00,2534.00,1224.40,796.80,1530.60,520.30,1747.00
502,3022.40,891.00,2385.70,1098.30,732.40,1416.40,456.10,1634.20
503,2749.70,856.70,2224.10,981.00,652.00,1270.00,412.10,1479.90
504,2658.10,993.10,2112.50,1009.60,719.70,1281.60,481.30,1587.00
505,2522.40,958.40,1997.70,966.30,688.30,1211.70,472.30,1787.60
506,2443.10,912.30,1952.80,919.60,663.90,1176.70,443.70,2228.50
507,2414.20,904.30,1907.30,906.60,655.70,1163.80,425.10,2264.00
508,2433.50,910.30,1919.00,915.70,659.10,1175.40,424.60,2320.30
509,2513.70,968.30,1977.10,959.30,680.70,1213.80,459.70,2172.80
510,2662.30,1026.90,2081.10,1013.70,722.20,1290.60,456.60,1901.30
511,2847.10,1142.00,2208.50,1123.60,783.70,1384.10,514.20,1868.00
512,3062.30,1249.90,2337.70,1217.20,851.10,1476.90,541.90,1727.50
513,3200.90,1323.30,2413.70,1277.80,895.80,1522.90,555.70,1716.40
514,3257.80,1343.70,2479.20,1290.80,907.40,1540.00,546.00,1814.80
515,3265.60,1338.90,2511.40,1293.40,898.10,1535.20,504.50,1808.80
516,3269.90,1321.90,2533.90,1273.50,900.70,1544.60,497.60,1804.40
517,3237.00,1305.00,2542.10,1260.90,894.70,1546.10,511.80,1812.90
518,3229.40,1293.10,2554.60,1237.10,890.70,1553.00,501.90,1811.80
519,3275.30,1323.50,2596.90,1258.30,904.30,1606.90,518.60,1860.90
520,3465.10,1442.50,2748.40,1382.10,961.30,1743.60,610.00,1953.90
521,3711.90,1531.40,2909.20,1475.90,1006.70,1879.30,670.60,2071.40
522,3753.90,1428.50,2894.30,1420.50,1002.60,1879.20,627.50,1956.40
523,3663.60,1384.80,2839.90,1386.50,983.60,1831.20,612.60,1908.30
524,3560.80,1315.90,2762.40,1329.20,950.80,1754.30,599.60,1892.20
525,3372.90,1204.60,2601.90,1217.10,895.60,1633.20,538.70,1791.20
526,3135.10,1036.70,2410.50,1102.00,825.90,1504.40,486.00,1634.50
527,2880.90,954.10,2223.70,1002.40,751.10,1365.10,464.20,1546.50
528,2730.40,976.40,2149.00,1023.90,699.20,1275.90,472.90,1937.20
529,2614.10,866.40,2074.70,989.50,666.10,1228.60,362.50,2389.40
530,2554.20,850.00,2049.40,973.10,652.10,1210.00,359.90,2492.20
531,2553.30,859.00,2056.40,981.50,652.10,1213.60,362.40,2497.60
532,2628.50,930.80,2120.60,1020.10,673.20,1259.50,376.10,2473.00
533,2859.70,1091.10,2306.60,1132.50,728.20,1381.60,519.70,1940.60
534,3267.00,1300.40,2639.70,1288.30,868.10,1642.60,601.10,1897.80
535,3608.70,1414.10,2848.10,1407.40,963.90,1765.70,683.10,2067.20
536,3766.10,1454.60,2917.10,1463.30,989.30,1784.60,676.20,2110.40
537,3908.90,1447.50,2972.00,1481.50,1054.60,1821.40,654.20,2186.40
538,3954.00,1457.10,3003.60,1501.40,1083.90,1850.00,623.30,2218.30
539,3943.90,1444.20,3015.90,1492.70,1072.80,1829.10,628.90,2209.00
540,3914.60,1424.80,3015.30,1478.50,1033.80,1816.50,613.10,2187.40
541,3827.20,1396.60,3009.20,1473.10,1017.00,1807.90,623.00,2172.90
542,3776.70,1402.50,2961.20,1466.10,990.60,1779.00,629.20,2141.80
543,3803.80,1388.50,2987.20,1487.10,1003.00,1806.40,643.80,2164.10
544,4033.80,1475.50,3134.10,1564.90,1091.30,1947.70,688.70,2308.80
545,4363.30,1505.40,3311.80,1658.30,1190.60,2110.60,671.30,2459.00
546,4320.20,1498.40,3212.40,1642.40,1143.40,2028.80,687.00,2384.60
547,4133.50,1423.60,3149.30,1564.10,1035.50,1947.40,560.80,2300.30
548,3969.30,1333.40,3031.80,1485.40,994.20,1855.40,551.40,2174.80
549,3711.10,1213.80,2852.30,1377.20,920.50,1709.50,589.00,2043.60
550,3362.00,1061.60,2604.20,1246.50,818.20,1533.30,514.80,1871.50
551,3003.30,949.90,2378.00,1102.50,727.90,1371.20,462.40,1685.20
552,2784.60,947.90,2211.30,1066.80,724.40,1292.00,506.10,1850.30
553,2641.10,911.30,2146.00,1020.80,685.30,1239.80,489.30,2058.60
554,2576.50,892.40,2113.90,1004.30,672.10,1213.40,482.30,2200.80
555,2557.10,896.40,2117.40,1008.30,670.50,1208.10,476.30,2289.20
556,2626.30,950.10,2178.70,1047.40,686.70,1253.40,489.90,2060.40
557,2825.10,1012.00,2324.90,1136.80,717.90,1350.20,514.00,1857.60
558,3333.30,1236.90,2677.50,1318.60,918.70,1638.10,614.90,1957.40
559,3662.20,1358.70,2905.20,1439.00,1005.40,1778.60,689.20,2109.10
560,3724.60,1386.20,2968.10,1461.00,998.10,1751.70,683.00,2101.30
561,3814.70,1358.90,3029.80,1465.70,1047.60,1781.70,629.90,2129.30
562,3863.40,1312.40,3041.30,1478.70,1080.70,1804.20,645.90,2152.20
563,3883.30,1351.40,3070.10,1503.90,1086.80,1794.80,659.10,2163.30
564,3871.20,1346.20,3092.20,1492.30,1047.10,1795.20,661.40,2147.30
565,3785.80,1340.10,3091.50,1497.20,1027.60,1780.00,673.20,2128.30
566,3770.60,1334.40,3035.80,1487.30,1027.20,1765.40,683.60,2130.30
567,3797.20,1346.90,3059.90,1505.70,1030.00,1796.00,688.50,2149.40
568,4032.00,1395.10,3167.60,1556.10,1102.60,1922.50,707.40,2264.20
569,4252.40,1500.40,3334.10,1647.40,1148.20,2049.20,727.30,2360.90
570,4230.50,1464.50,3246.60,1614.40,1097.70,2028.60,726.50,2322.90
571,4109.80,1381.10,3161.60,1549.40,1024.90,1938.60,669.70,2267.20
572,3953.20,1292.90,3039.50,1462.90,975.30,1838.80,656.50,2130.20
573,3665.40,1157.60,2844.20,1346.60,906.20,1704.00,592.00,2006.70
574,3343.10,966.30,2569.20,1188.90,798.90,1513.20,517.40,1948.50
575,2945.00,847.90,2329.00,1065.60,708.90,1344.10,480.20,1766.80
576,2717.00,900.20,2106.20,1015.60,730.30,1300.40,503.70,1822.70
577,2598.10,847.20,2031.80,978.30,698.50,1239.70,464.30,2008.90
578,2532.80,839.10,2000.40,960.00,680.90,1219.40,479.40,2236.00
579,2507.70,825.80,2003.40,963.60,657.50,1195.90,435.80,2214.70
580,2590.80,917.30,2061.80,1013.90,682.50,1242.90,474.20,2013.90
581,2829.50,1003.60,2236.00,1119.40,722.20,1344.20,522.40,1635.60
582,3328.40,1205.80,2588.30,1289.80,890.90,1603.90,602.00,1902.70
583,3621.90,1323.70,2813.10,1411.80,974.80,1743.10,669.50,2045.60
584,3608.20,1333.60,2773.50,1436.60,961.50,1704.80,665.40,2011.50
585,3627.50,1303.80,2766.90,1429.70,922.80,1679.70,629.00,1991.50
586,3640.30,1286.70,2752.50,1424.10,920.70,1669.90,611.70,1980.70
587,3634.70,1281.10,2755.30,1425.90,938.40,1655.10,604.30,1977.70
588,3586.30,1231.50,2735.80,1376.80,906.40,1634.20,564.50,1952.20
589,3557.00,1230.90,2714.90,1352.50,888.40,1632.00,563.00,1956.20
590,3547.80,1224.70,2714.10,1356.60,899.80,1608.80,568.40,1958.70
591,3579.60,1241.60,2751.30,1391.20,919.00,1650.40,543.80,2001.60
592,3747.60,1380.70,2911.70,1484.70,965.20,1766.00,630.70,2113.80
593,3978.80,1448.50,3065.90,1574.40,1035.50,1910.10,701.80,2240.80
594,4047.20,1424.50,3039.30,1555.60,1021.30,1933.90,687.90,2227.80
595,3939.60,1387.70,2995.80,1505.10,981.80,1882.50,664.90,2192.90
596,3778.10,1257.70,2890.30,1422.80,944.80,1789.00,627.70,2058.60
597,3531.60,1133.50,2699.40,1316.20,875.70,1653.60,519.50,1935.00
598,3198.30,983.30,2452.80,1169.80,766.00,1469.70,459.60,1746.70
599,2864.60,916.50,2201.80,1038.40,682.70,1299.50,424.70,1579.20
600,2754.10,972.20,2164.10,1038.70,734.80,1313.90,516.40,1772.40
601,2616.60,935.90,2084.90,994.10,708.30,1258.80,487.90,2339.40
602,2496.50,921.70,2045.10,982.00,676.80,1224.10,488.30,2456.90
603,2432.40,929.40,2028.20,980.30,669.40,1221.20,487.40,2432.90
604,2519.40,989.20,2103.30,1024.30,682.40,1237.80,500.10,2481.30
605,2768.50,1088.20,2289.10,1126.10,724.30,1343.70,535.00,1822.20
606,3317.40,1291.10,2651.90,1325.70,885.40,1602.00,673.10,1921.10
607,3551.90,1329.90,2849.10,1411.90,945.10,1705.20,607.20,2045.10
608,3594.00,1348.60,2887.10,1451.60,959.60,1698.60,604.60,2038.30
609,3581.00,1367.60,2840.80,1437.10,916.50,1663.70,595.40,2003.20
610,3603.20,1343.20,2816.40,1444.80,911.20,1644.20,575.70,1987.80
611,3590.60,1318.20,2807.30,1440.10,917.60,1630.20,569.60,1967.30
612,3577.50,1299.50,2782.30,1410.50,897.50,1620.10,568.40,1965.40
613,3542.10,1282.90,2771.80,1406.30,891.80,1616.10,573.20,1960.60
614,3511.50,1261.70,2786.10,1403.80,902.40,1608.40,588.40,1980.10
615,3541.90,1266.90,2812.00,1427.90,911.80,1632.90,560.90,2007.70
616,3707.30,1357.50,2935.80,1482.10,948.00,1748.30,593.60,2105.90
617,3944.10,1379.20,3108.90,1578.70,1033.90,1911.00,665.50,2241.30
618,3973.50,1359.50,3062.40,1522.70,1000.70,1910.50,629.00,2218.70
619,3883.20,1320.00,2994.90,1478.90,953.10,1839.80,602.60,2169.20
620,3723.70,1273.60,2892.70,1416.10,918.90,1746.70,579.40,2045.10
621,3477.70,1142.10,2715.00,1308.90,857.90,1622.80,506.10,1940.00
622,3121.20,1005.60,2484.30,1156.20,765.30,1462.30,410.20,1775.80
623,2804.80,914.10,2241.60,1024.80,692.30,1304.40,414.60,1859.20
624,2710.60,886.00,2153.20,1032.20,765.10,1306.10,507.80,2606.20
625,2618.40,864.40,2085.20,1001.80,744.60,1264.30,491.60,2849.00
626,2540.10,842.10,2053.70,974.80,708.60,1222.30,478.30,2800.10
627,2526.60,850.40,2047.80,972.10,693.40,1208.10,479.80,2768.80
628,2597.50,895.90,2103.90,1003.30,715.10,1240.60,485.30,2758.60
629,2814.60,946.60,2288.30,1100.30,759.30,1347.50,518.00,2553.70
630,3326.10,1144.90,2657.50,1284.80,907.90,1591.60,619.00,1939.50
631,3602.40,1257.20,2836.70,1392.60,969.60,1701.10,648.30,2073.50
632,3653.50,1243.70,2885.60,1413.50,968.70,1692.70,644.20,2080.20
633,3651.00,1228.60,2830.00,1402.00,920.70,1659.10,624.80,2042.20
634,3630.00,1216.80,2826.70,1407.60,906.40,1624.00,589.00,2023.60
635,3613.10,1149.60,2822.60,1404.60,921.10,1605.40,587.70,2011.10
636,3589.50,1124.50,2811.00,1403.50,898.20,1593.60,589.10,1983.00
637,3563.40,1101.70,2810.80,1399.20,901.10,1597.10,593.20,1986.30
638,3546.90,1113.60,2818.90,1392.40,910.70,1589.90,606.70,2013.20
639,3572.00,1130.20,2839.00,1415.80,915.50,1609.20,572.50,2032.70
640,3765.40,1274.80,2939.10,1475.80,957.10,1720.70,611.80,2128.10
641,4060.70,1322.30,3099.40,1562.70,1032.80,1868.50,655.50,2255.30
642,4054.40,1311.70,3059.40,1552.30,1024.40,1878.50,638.90,2220.10
643,3956.40,1270.10,2958.10,1478.40,965.20,1799.60,654.90,2174.20
644,3818.90,1212.80,2896.70,1419.60,936.20,1722.00,663.60,2062.50
645,3623.80,1102.40,2725.40,1330.80,881.80,1619.00,606.10,1955.60
646,3329.80,942.70,2543.80,1213.60,802.60,1479.40,530.10,1798.60
647,3022.60,853.20,2312.00,1092.50,755.80,1322.50,489.50,1630.50
648,2787.00,937.20,2207.70,1041.20,741.90,1314.70,480.60,2272.10
649,2670.50,908.10,2125.10,995.70,715.20,1259.50,461.30,2587.10
650,2581.90,878.80,2077.90,965.20,696.10,1230.50,450.50,2550.00
651,2567.00,876.10,2064.70,962.40,690.50,1224.50,449.20,2537.80
652,2602.30,898.20,2084.80,978.20,699.50,1239.80,458.10,2551.10
653,2694.70,942.10,2148.00,1021.00,726.60,1297.60,485.40,2602.90
654,2907.80,1006.50,2290.10,1098.10,780.10,1398.80,512.60,2446.90
655,3091.30,1095.30,2419.70,1197.20,828.20,1494.80,555.20,2292.10
656,3295.40,1191.20,2569.40,1305.90,892.40,1591.50,588.90,2151.70
657,3404.20,1246.50,2642.50,1356.30,885.30,1628.30,593.80,1933.20
658,3460.60,1214.60,2649.90,1376.20,893.40,1624.60,585.80,1934.30
659,3415.40,1200.10,2641.20,1366.70,875.10,1533.70,581.60,1898.00
660,3387.20,1206.40,2624.10,1346.70,867.90,1505.80,572.30,1874.10
661,3329.30,1159.40,2580.50,1331.50,859.60,1492.50,557.80,1858.00
662,3303.50,1169.60,2568.80,1319.50,850.50,1491.80,572.10,1849.10
663,3320.10,1171.20,2589.50,1332.80,864.70,1520.40,544.30,1873.90
664,3488.00,1315.60,2716.40,1410.10,917.00,1627.70,602.60,1971.30
665,3766.80,1395.70,2909.20,1521.70,1016.40,1815.90,739.80,2106.70
666,3786.60,1342.70,2911.90,1500.10,1018.20,1830.80,664.90,2103.50
667,3705.50,1300.10,2841.40,1453.90,952.60,1785.80,642.70,2052.80
668,3576.10,1227.80,2757.40,1387.20,925.30,1719.80,630.80,1962.40
669,3407.40,1140.30,2645.30,1293.30,871.40,1629.80,603.70,1878.10
670,3198.80,929.40,2490.20,1190.30,808.30,1512.20,546.40,1762.00
671,2921.40,849.90,2305.10,1084.30,764.90,1377.90,514.70,1866.00
672,2785.50,912.20,2183.10,1018.80,752.90,1314.10,510.80,1581.10
673,2662.40,867.50,2104.00,981.10,728.30,1258.20,494.00,1771.00
674,2594.10,866.00,2079.90,949.40,709.50,1223.90,477.40,2028.80
675,2568.50,823.10,2071.20,951.10,701.50,1218.00,453.70,2266.90
676,2592.50,848.50,2064.20,962.60,704.10,1231.00,459.50,2276.70
677,2663.40,873.00,2134.40,992.80,729.50,1270.00,495.30,2071.30
678,2807.50,980.30,2233.90,1059.80,756.60,1338.00,490.80,2149.00
679,3030.70,1041.70,2321.30,1160.00,816.30,1411.40,558.70,1983.20
680,3216.90,1146.90,2420.80,1230.80,865.80,1487.30,565.70,1797.00
681,3305.40,1260.30,2496.10,1306.00,893.40,1514.50,583.50,1847.80
682,3305.20,1288.50,2552.30,1325.60,858.30,1506.90,592.80,1852.10
683,3331.00,1268.80,2561.90,1340.50,866.20,1462.80,565.70,1853.40
